"","datetime","wtr_0","wtr_2","wtr_3","wtr_4","wtr_5","wtr_1"
"1858",2022-08-16 12:30:00,22.812,18.996,19.377,17.665,14.996,18.71
"1859",2022-08-16 13:00:00,22.333,19.092,19.567,17.57,15.282,18.626
"1860",2022-08-16 13:30:00,24.641,19.092,19.567,17.57,15.187,18.6
"1861",2022-08-16 14:00:00,24.738,19.187,19.662,17.475,15.091,18.785
"1862",2022-08-16 14:30:00,22.908,19.282,19.662,17.475,15.282,18.785
"1863",2022-08-16 15:00:00,26.488,19.187,19.472,17.475,15.282,18.802
"1864",2022-08-16 15:30:00,26.292,19.187,19.377,17.665,15.187,18.919
"1865",2022-08-16 16:00:00,20.996,19.377,19.567,17.855,15.378,19.003
"1866",2022-08-16 16:30:00,25.028,19.187,19.377,17.094,15.473,19.02
"1867",2022-08-16 17:00:00,21.76,19.377,19.377,17.475,14.9,18.961
"1868",2022-08-16 17:30:00,21.664,19.187,19.282,17.76,15.091,19.129
"1869",2022-08-16 18:00:00,23.581,19.092,19.092,17.379,15.282,19.188
"1870",2022-08-16 18:30:00,22.812,19.092,19.092,17.189,15.187,19.037
"1871",2022-08-16 19:00:00,20.329,19.092,18.901,17.57,15.282,19.062
"1872",2022-08-16 19:30:00,19.948,18.996,18.806,17.855,14.996,19.054
"1873",2022-08-16 20:00:00,19.567,18.996,18.806,17.189,15.187,19.054
"1874",2022-08-16 20:30:00,19.567,18.996,18.806,17.379,15.282,19.045
"1875",2022-08-16 21:00:00,19.377,18.996,18.806,17.094,14.9,19.003
"1876",2022-08-16 21:30:00,19.187,18.996,18.806,17.57,14.996,19.012
"1877",2022-08-16 22:00:00,19.282,18.996,18.806,17.284,15.187,19.07
"1878",2022-08-16 22:30:00,18.711,18.996,18.806,17.284,15.091,19.02
"1879",2022-08-16 23:00:00,18.616,18.996,18.806,17.189,15.187,19.012
"1880",2022-08-16 23:30:00,18.806,18.996,18.806,17.284,15.091,19.02
"1881",2022-08-17 00:00:00,18.521,18.996,18.806,17.284,15.091,19.037
"1882",2022-08-17 00:30:00,18.236,18.996,18.806,17.379,15.091,19.054
"1883",2022-08-17 01:00:00,18.426,18.996,18.806,17.475,14.996,19.012
"1884",2022-08-17 01:30:00,18.14,18.996,18.806,17.189,15.091,18.945
"1885",2022-08-17 02:00:00,18.901,18.996,18.806,17.379,15.091,18.911
"1886",2022-08-17 02:30:00,18.14,18.996,18.806,17.189,15.091,18.869
"1887",2022-08-17 03:00:00,18.045,18.996,18.806,17.189,15.091,18.836
"1888",2022-08-17 03:30:00,17.95,18.996,18.806,17.284,15.091,18.794
"1889",2022-08-17 04:00:00,17.855,18.996,18.806,17.379,15.091,18.768
"1890",2022-08-17 04:30:00,17.76,18.901,18.806,17.379,14.996,18.718
"1891",2022-08-17 05:00:00,17.57,18.901,18.806,17.284,15.091,18.684
"1892",2022-08-17 05:30:00,17.57,18.806,18.806,17.379,15.091,18.668
"1893",2022-08-17 06:00:00,17.379,18.806,18.806,17.284,14.996,18.651
"1894",2022-08-17 06:30:00,17.76,18.806,18.806,17.284,15.091,18.609
"1895",2022-08-17 07:00:00,17.665,18.806,18.711,17.379,15.091,18.567
"1896",2022-08-17 07:30:00,17.76,18.806,18.711,17.284,15.091,18.558
"1897",2022-08-17 08:00:00,17.855,18.711,18.806,17.189,15.091,18.533
"1898",2022-08-17 08:30:00,17.665,18.711,18.711,17.189,15.091,18.516
"1899",2022-08-17 09:00:00,17.665,18.711,18.806,17.284,15.091,18.491
"1900",2022-08-17 09:30:00,18.14,18.711,18.711,17.284,14.996,18.457
"1901",2022-08-17 10:00:00,20.043,18.806,18.901,17.284,15.091,18.441
"1902",2022-08-17 10:30:00,21.378,19.092,19.472,17.57,15.282,18.508
"1903",2022-08-17 11:00:00,21.855,19.092,19.567,17.665,15.282,18.533
"1904",2022-08-17 11:30:00,22.429,19.092,19.662,17.76,15.282,18.584
"1905",2022-08-17 12:00:00,23.004,19.092,19.662,17.76,15.282,18.617
"1906",2022-08-17 12:30:00,23.966,19.092,19.567,17.57,15.282,18.651
"1907",2022-08-17 13:00:00,23.869,19.092,19.567,17.57,15.378,18.676
"1908",2022-08-17 13:30:00,23.966,19.187,19.567,17.95,15.378,18.785
"1909",2022-08-17 14:00:00,22.429,19.282,19.758,17.76,15.187,18.852
"1910",2022-08-17 14:30:00,23.388,19.282,19.758,17.57,15.378,18.827
"1911",2022-08-17 15:00:00,22.046,19.377,19.758,17.855,15.282,18.903
"1912",2022-08-17 15:30:00,20.805,19.472,19.758,17.855,15.378,19.02
"1913",2022-08-17 16:00:00,21.282,19.472,19.662,17.76,15.664,19.138
"1914",2022-08-17 16:30:00,22.333,19.472,19.567,17.665,15.569,19.154
"1915",2022-08-17 17:00:00,21.473,19.472,19.567,17.665,15.091,19.205
"1916",2022-08-17 17:30:00,21.091,19.282,19.187,17.475,15.282,19.272
"1917",2022-08-17 18:00:00,21.569,19.282,19.187,17.475,15.378,19.146
"1918",2022-08-17 18:30:00,21.473,19.282,19.092,17.665,15.282,19.171
"1919",2022-08-17 19:00:00,21.378,19.092,18.996,17.57,15.282,19.121
"1920",2022-08-17 19:30:00,20.519,19.092,18.996,17.57,15.378,19.112
"1921",2022-08-17 20:00:00,20.234,19.092,18.996,17.665,15.282,19.104
"1922",2022-08-17 20:30:00,19.948,19.092,18.901,17.57,15.378,19.121
"1923",2022-08-17 21:00:00,19.758,19.092,18.901,17.284,15.282,19.138
"1924",2022-08-17 21:30:00,19.377,19.092,18.901,17.475,15.091,19.121
"1925",2022-08-17 22:00:00,19.187,19.092,18.901,17.57,15.187,19.079
"1926",2022-08-17 22:30:00,19.187,19.092,18.901,17.379,15.282,19.087
"1927",2022-08-17 23:00:00,18.996,19.092,18.901,17.475,15.282,19.121
"1928",2022-08-17 23:30:00,18.901,19.092,18.901,17.475,15.378,19.096
"1929",2022-08-18 00:00:00,18.616,19.092,18.901,17.475,15.282,19.104
"1930",2022-08-18 00:30:00,18.521,19.092,18.901,17.57,15.378,19.121
"1931",2022-08-18 01:00:00,18.616,19.092,18.901,17.57,15.187,19.062
"1932",2022-08-18 01:30:00,18.426,19.092,18.901,17.379,15.187,19.07
"1933",2022-08-18 02:00:00,18.331,19.092,18.901,17.379,15.282,19.104
"1934",2022-08-18 02:30:00,18.236,19.092,18.901,17.379,15.282,19.121
"1935",2022-08-18 03:00:00,18.14,19.092,18.901,17.379,15.282,19.121
"1936",2022-08-18 03:30:00,18.236,19.092,18.901,17.379,15.187,19.062
"1937",2022-08-18 04:00:00,18.14,19.092,18.901,17.475,15.187,19.012
"1938",2022-08-18 04:30:00,18.14,19.092,18.901,17.475,15.282,18.978
"1939",2022-08-18 05:00:00,17.95,19.092,18.901,17.475,15.187,18.936
"1940",2022-08-18 05:30:00,17.855,19.092,18.901,17.379,15.282,18.894
"1941",2022-08-18 06:00:00,17.95,19.092,18.901,17.475,15.282,18.844
"1942",2022-08-18 06:30:00,18.045,18.996,18.901,17.379,15.378,18.836
"1943",2022-08-18 07:00:00,18.045,18.996,18.901,17.475,15.187,18.802
"1944",2022-08-18 07:30:00,18.14,18.996,18.901,17.475,15.187,18.785
"1945",2022-08-18 08:00:00,18.14,18.996,18.901,17.379,15.282,18.752
"1946",2022-08-18 08:30:00,18.045,18.996,18.901,17.379,15.187,18.718
"1947",2022-08-18 09:00:00,18.14,18.901,18.901,17.379,15.282,18.701
"1948",2022-08-18 09:30:00,18.331,18.901,18.901,17.475,15.282,18.693
"1949",2022-08-18 10:00:00,19.472,18.901,18.901,17.475,15.282,18.651
"1950",2022-08-18 10:30:00,21.282,19.092,19.567,17.76,15.378,18.71
"1951",2022-08-18 11:00:00,21.855,19.187,19.662,17.855,15.378,18.743
"1952",2022-08-18 11:30:00,22.333,19.187,19.662,17.855,15.378,18.777
"1953",2022-08-18 12:00:00,22.908,19.282,19.662,17.76,15.378,18.852
"1954",2022-08-18 12:30:00,23.966,19.282,19.853,17.76,15.473,18.987
"1955",2022-08-18 13:00:00,23.966,19.282,19.948,17.95,15.473,18.903
"1956",2022-08-18 13:30:00,24.255,19.377,19.948,17.95,15.473,18.919
"1957",2022-08-18 14:00:00,24.351,19.472,19.853,17.855,15.473,19.054
"1958",2022-08-18 14:30:00,24.545,19.472,19.853,17.76,15.569,19.129
"1959",2022-08-18 15:00:00,24.738,19.472,19.948,17.855,15.378,19.163
"1960",2022-08-18 15:30:00,24.448,19.567,19.948,18.236,15.473,19.205
"1961",2022-08-18 16:00:00,21.951,19.758,19.853,17.95,15.664,19.339
"1962",2022-08-18 16:30:00,20.805,19.758,19.948,17.57,15.855,19.439
"1963",2022-08-18 17:00:00,24.641,19.472,19.662,18.045,15.378,19.364
"1964",2022-08-18 17:30:00,22.429,19.758,19.662,17.76,15.473,19.389
"1965",2022-08-18 18:00:00,21.569,19.662,19.567,17.95,15.473,19.498
"1966",2022-08-18 18:30:00,21.951,19.567,19.377,17.665,15.664,19.448
"1967",2022-08-18 19:00:00,21.664,19.377,19.187,18.045,15.473,19.339
"1968",2022-08-18 19:30:00,20.71,19.282,19.092,17.76,15.473,19.381
"1969",2022-08-18 20:00:00,20.519,19.282,19.187,17.76,15.664,19.381
"1970",2022-08-18 20:30:00,20.138,19.282,19.187,17.57,15.378,19.347
"1971",2022-08-18 21:00:00,19.853,19.282,19.092,17.475,15.282,19.339
"1972",2022-08-18 21:30:00,19.758,19.282,19.092,17.665,15.378,19.347
"1973",2022-08-18 22:00:00,19.662,19.282,19.092,17.57,15.473,19.397
"1974",2022-08-18 22:30:00,19.282,19.282,19.092,17.665,15.378,19.406
"1975",2022-08-18 23:00:00,19.092,19.282,19.092,17.57,15.473,19.339
"1976",2022-08-18 23:30:00,19.282,19.282,19.092,17.76,15.569,19.339
"1977",2022-08-19 00:00:00,18.901,19.282,19.092,17.76,15.473,19.356
"1978",2022-08-19 00:30:00,18.901,19.282,19.092,17.57,15.378,19.364
"1979",2022-08-19 01:00:00,18.711,19.282,19.092,17.57,15.378,19.339
"1980",2022-08-19 01:30:00,18.806,19.282,19.092,17.665,15.473,19.347
"1981",2022-08-19 02:00:00,18.711,19.282,19.092,17.57,15.378,19.297
"1982",2022-08-19 02:30:00,18.616,19.282,19.092,17.57,15.473,19.339
"1983",2022-08-19 03:00:00,18.331,19.282,19.092,17.665,15.378,19.381
"1984",2022-08-19 03:30:00,18.521,19.282,19.092,17.57,15.378,19.339
"1985",2022-08-19 04:00:00,18.331,19.282,19.092,17.57,15.378,19.305
"1986",2022-08-19 04:30:00,18.236,19.282,19.092,17.665,15.282,19.263
"1987",2022-08-19 05:00:00,18.426,19.282,19.092,17.665,15.378,19.221
"1988",2022-08-19 05:30:00,18.331,19.282,19.092,17.665,15.473,19.179
"1989",2022-08-19 06:00:00,18.14,19.282,19.092,17.665,15.473,19.129
"1990",2022-08-19 06:30:00,18.616,19.282,19.092,17.57,15.473,19.112
"1991",2022-08-19 07:00:00,18.616,19.282,19.092,17.665,15.378,19.054
"1992",2022-08-19 07:30:00,18.616,19.282,19.092,17.665,15.378,19.045
"1993",2022-08-19 08:00:00,18.616,19.282,19.092,17.57,15.378,19.02
"1994",2022-08-19 08:30:00,18.806,19.282,19.187,17.57,15.378,19.003
"1995",2022-08-19 09:00:00,19.282,19.282,19.187,17.57,15.473,18.978
"1996",2022-08-19 09:30:00,18.996,19.282,19.187,17.665,15.473,18.97
"1997",2022-08-19 10:00:00,19.948,19.282,19.282,17.76,15.378,18.97
"1998",2022-08-19 10:30:00,21.187,19.377,19.662,17.76,15.473,19.003
"1999",2022-08-19 11:00:00,21.855,19.472,19.853,17.95,15.569,19.062
"2000",2022-08-19 11:30:00,22.525,19.567,19.853,18.045,15.569,19.07
"2001",2022-08-19 12:00:00,22.717,19.567,19.758,17.855,15.569,19.138
"2002",2022-08-19 12:30:00,23.773,19.567,19.948,18.045,15.569,19.163
"2003",2022-08-19 13:00:00,23.869,19.567,20.043,18.045,15.664,19.171
"2004",2022-08-19 13:30:00,24.255,19.662,20.043,17.95,15.664,19.188
"2005",2022-08-19 14:00:00,24.545,19.662,19.948,18.236,15.569,19.263
"2006",2022-08-19 14:30:00,22.717,19.853,20.138,17.95,15.76,19.339
"2007",2022-08-19 15:00:00,22.621,19.758,20.043,17.95,15.664,19.372
"2008",2022-08-19 15:30:00,21.664,19.948,20.043,18.331,15.664,19.498
"2009",2022-08-19 16:00:00,21.664,19.853,19.948,17.95,15.76,19.523
"2010",2022-08-19 16:30:00,22.046,19.853,20.043,17.76,15.76,19.481
"2011",2022-08-19 17:00:00,22.717,19.758,19.662,17.855,15.664,19.548
"2012",2022-08-19 17:30:00,21.951,19.853,19.758,17.76,15.473,19.54
"2013",2022-08-19 18:00:00,21.378,19.662,19.472,17.76,15.569,19.598
"2014",2022-08-19 18:30:00,22.621,19.567,19.377,17.95,15.76,19.473
"2015",2022-08-19 19:00:00,22.046,19.662,19.472,17.665,15.664,19.523
"2016",2022-08-19 19:30:00,20.805,19.567,19.377,17.76,15.664,19.607
"2017",2022-08-19 20:00:00,20.901,19.567,19.282,17.76,15.569,19.548
"2018",2022-08-19 20:30:00,20.805,19.567,19.282,17.665,15.569,19.548
"2019",2022-08-19 21:00:00,20.329,19.567,19.377,17.76,15.473,19.557
"2020",2022-08-19 21:30:00,20.138,19.472,19.282,17.855,15.473,19.531
"2021",2022-08-19 22:00:00,20.615,19.567,19.282,17.665,15.569,19.506
"2022",2022-08-19 22:30:00,20.424,19.567,19.282,17.76,15.664,19.481
"2023",2022-08-19 23:00:00,20.234,19.567,19.377,17.76,15.664,19.481
"2024",2022-08-19 23:30:00,19.853,19.472,19.282,17.665,15.664,19.54
"2025",2022-08-20 00:00:00,19.662,19.472,19.377,17.95,15.473,19.506
"2026",2022-08-20 00:30:00,19.853,19.472,19.377,17.76,15.473,19.598
"2027",2022-08-20 01:00:00,19.662,19.662,19.282,17.665,15.569,19.54
"2028",2022-08-20 01:30:00,19.662,19.567,19.187,17.95,15.378,19.523
"2029",2022-08-20 02:00:00,18.996,19.472,19.377,17.379,15.664,19.481
"2030",2022-08-20 02:30:00,18.901,19.472,19.282,17.379,15.664,19.414
"2031",2022-08-20 03:00:00,18.521,19.472,19.282,17.665,15.569,19.364
"2032",2022-08-20 03:30:00,18.521,19.567,19.377,17.855,15.378,19.364
"2033",2022-08-20 04:00:00,18.331,19.472,19.282,17.665,15.473,19.397
"2034",2022-08-20 04:30:00,18.236,19.567,19.282,17.95,15.664,19.364
"2035",2022-08-20 05:00:00,18.045,19.567,19.282,17.855,15.569,19.322
"2036",2022-08-20 05:30:00,18.14,19.472,19.282,17.57,15.569,19.305
"2037",2022-08-20 06:00:00,18.616,19.472,19.282,17.665,15.473,19.297
"2038",2022-08-20 06:30:00,18.521,19.472,19.187,17.665,15.569,19.247
"2039",2022-08-20 07:00:00,18.236,19.472,19.282,17.665,15.473,19.23
"2040",2022-08-20 07:30:00,18.521,19.472,19.377,17.76,15.569,19.238
"2041",2022-08-20 08:00:00,18.521,19.472,19.377,17.855,15.664,19.205
"2042",2022-08-20 08:30:00,19.092,19.472,19.282,17.95,15.569,19.213
"2043",2022-08-20 09:00:00,19.758,19.472,19.377,17.76,15.473,19.196
"2044",2022-08-20 09:30:00,20.329,19.472,19.472,17.665,15.569,19.213
"2045",2022-08-20 10:00:00,20.424,19.472,19.472,17.76,15.569,19.205
"2046",2022-08-20 10:30:00,24.255,19.662,19.758,17.95,15.664,19.255
"2047",2022-08-20 11:00:00,20.805,19.472,19.472,17.76,15.664,19.23
"2048",2022-08-20 11:30:00,22.142,19.662,19.567,17.855,15.664,19.23
"2049",2022-08-20 12:00:00,24.158,19.662,19.662,17.95,15.76,19.255
"2050",2022-08-20 12:30:00,23.292,19.758,19.758,17.855,15.855,19.255
"2051",2022-08-20 13:00:00,25.222,19.948,19.853,18.045,15.76,19.364
"2052",2022-08-20 13:30:00,22.812,19.758,19.662,17.855,15.664,19.397
"2053",2022-08-20 14:00:00,24.738,19.853,19.853,18.045,15.664,19.439
"2054",2022-08-20 14:30:00,21.473,19.662,19.567,17.95,15.664,19.49
"2055",2022-08-20 15:00:00,26.195,20.138,20.234,18.045,15.855,19.481
"2056",2022-08-20 15:30:00,25.416,19.948,20.329,18.045,15.76,19.557
"2057",2022-08-20 16:00:00,24.255,19.948,20.138,18.14,15.76,19.515
"2058",2022-08-20 16:30:00,24.545,20.043,20.329,18.331,15.76,19.624
"2059",2022-08-20 17:00:00,21.473,19.758,19.662,17.855,15.76,19.665
"2060",2022-08-20 17:30:00,24.158,20.043,20.043,17.95,15.855,19.691
"2061",2022-08-20 18:00:00,22.525,19.853,19.758,17.855,15.664,19.665
"2062",2022-08-20 18:30:00,21.282,19.758,19.567,17.95,15.569,19.724
"2063",2022-08-20 19:00:00,21.187,19.758,19.472,18.045,15.76,19.674
"2064",2022-08-20 19:30:00,21.282,19.758,19.567,17.76,15.855,19.632
"2065",2022-08-20 20:00:00,20.615,19.758,19.472,17.855,15.76,19.64
"2066",2022-08-20 20:30:00,20.138,19.758,19.472,18.045,15.664,19.707
"2067",2022-08-20 21:00:00,19.853,19.662,19.472,17.855,15.569,19.699
"2068",2022-08-20 21:30:00,19.567,19.662,19.567,17.855,15.664,19.674
"2069",2022-08-20 22:00:00,19.472,19.758,19.377,18.14,15.76,19.665
"2070",2022-08-20 22:30:00,19.377,19.662,19.377,17.665,15.664,19.691
"2071",2022-08-20 23:00:00,19.282,19.662,19.472,17.76,15.76,19.64
"2072",2022-08-20 23:30:00,19.092,19.662,19.472,17.76,15.569,19.632
"2073",2022-08-21 00:00:00,19.092,19.758,19.472,17.95,15.569,19.64
"2074",2022-08-21 00:30:00,19.282,19.662,19.472,17.855,15.76,19.64
"2075",2022-08-21 01:00:00,19.187,19.662,19.472,17.95,15.664,19.665
"2076",2022-08-21 01:30:00,18.901,19.662,19.472,17.855,15.664,19.691
"2077",2022-08-21 02:00:00,18.806,19.662,19.377,17.855,15.664,19.674
"2078",2022-08-21 02:30:00,18.806,19.662,19.472,17.95,15.569,19.665
"2079",2022-08-21 03:00:00,18.806,19.662,19.472,17.855,15.664,19.615
"2080",2022-08-21 03:30:00,18.806,19.662,19.472,17.855,15.664,19.59
"2081",2022-08-21 04:00:00,18.616,19.662,19.472,17.57,15.664,19.548
"2082",2022-08-21 04:30:00,18.521,19.758,19.377,17.855,15.569,19.506
"2083",2022-08-21 05:00:00,18.426,19.662,19.472,17.855,15.569,19.506
"2084",2022-08-21 05:30:00,18.521,19.662,19.472,17.665,15.76,19.473
"2085",2022-08-21 06:00:00,18.521,19.662,19.377,17.855,15.664,19.414
"2086",2022-08-21 06:30:00,18.521,19.662,19.377,17.95,15.569,19.397
"2087",2022-08-21 07:00:00,18.616,19.567,19.377,17.76,15.664,19.372
"2088",2022-08-21 07:30:00,18.521,19.567,19.377,17.76,15.664,19.364
"2089",2022-08-21 08:00:00,18.806,19.567,19.377,17.855,15.664,19.356
"2090",2022-08-21 08:30:00,18.711,19.567,19.472,17.855,15.664,19.33
"2091",2022-08-21 09:00:00,18.806,19.567,19.472,17.95,15.76,19.314
"2092",2022-08-21 09:30:00,18.901,19.567,19.377,17.95,15.76,19.305
"2093",2022-08-21 10:00:00,19.187,19.567,19.472,17.855,15.664,19.297
"2094",2022-08-21 10:30:00,22.046,19.853,20.138,17.95,15.76,19.33
"2095",2022-08-21 11:00:00,23.388,19.948,20.329,18.14,15.76,19.389
"2096",2022-08-21 11:30:00,24.545,19.948,20.329,18.236,15.76,19.414
"2097",2022-08-21 12:00:00,21.76,19.758,19.662,17.95,15.664,19.473
"2098",2022-08-21 12:30:00,20.615,19.567,19.567,17.855,15.76,19.414
"2099",2022-08-21 13:00:00,20.519,19.567,19.567,17.95,15.76,19.439
"2100",2022-08-21 13:30:00,25.513,19.948,20.519,18.14,15.855,19.49
"2101",2022-08-21 14:00:00,26.39,20.138,20.615,18.236,15.855,19.481
"2102",2022-08-21 14:30:00,21.76,19.758,19.758,18.045,15.76,19.498
"2103",2022-08-21 15:00:00,22.046,19.853,19.853,18.045,15.76,19.582
"2104",2022-08-21 15:30:00,22.238,19.853,19.758,17.95,15.855,19.624
"2105",2022-08-21 16:00:00,24.255,20.138,20.329,18.331,15.951,19.649
"2106",2022-08-21 16:30:00,24.545,19.853,19.948,17.95,16.046,19.598
"2107",2022-08-21 17:00:00,24.062,19.948,19.758,18.045,15.855,19.749
"2108",2022-08-21 17:30:00,24.835,20.043,19.948,18.045,15.951,19.732
"2109",2022-08-21 18:00:00,24.062,19.948,19.948,18.236,15.855,19.682
"2110",2022-08-21 18:30:00,22.429,19.948,19.758,18.045,16.046,19.758
"2111",2022-08-21 19:00:00,20.329,19.853,19.662,18.045,15.951,19.799
"2112",2022-08-21 19:30:00,20.043,19.758,19.662,17.855,15.76,19.707
"2113",2022-08-21 20:00:00,19.948,19.758,19.567,18.14,15.664,19.724
"2114",2022-08-21 20:30:00,19.472,19.758,19.567,17.76,15.855,19.691
"2115",2022-08-21 21:00:00,19.187,19.758,19.567,17.855,15.76,19.682
"2116",2022-08-21 21:30:00,19.092,19.853,19.472,18.14,15.664,19.707
"2117",2022-08-21 22:00:00,18.996,19.758,19.567,17.855,15.855,19.707
"2118",2022-08-21 22:30:00,18.901,19.758,19.567,17.95,15.951,19.724
"2119",2022-08-21 23:00:00,18.806,19.758,19.662,17.855,15.855,19.716
"2120",2022-08-21 23:30:00,18.806,19.758,19.567,18.045,15.664,19.724
"2121",2022-08-22 00:00:00,18.806,19.758,19.567,17.95,15.76,19.732
"2122",2022-08-22 00:30:00,18.616,19.758,19.472,18.045,15.76,19.707
"2123",2022-08-22 01:00:00,18.426,19.758,19.472,17.665,15.855,19.682
"2124",2022-08-22 01:30:00,18.426,19.758,19.567,17.855,15.76,19.607
"2125",2022-08-22 02:00:00,18.331,19.758,19.567,17.95,15.76,19.557
"2126",2022-08-22 02:30:00,18.236,19.758,19.567,17.855,15.76,19.531
"2127",2022-08-22 03:00:00,18.426,19.758,19.567,17.855,15.76,19.498
"2128",2022-08-22 03:30:00,18.236,19.662,19.567,17.95,15.76,19.481
"2129",2022-08-22 04:00:00,18.236,19.662,19.567,17.95,15.664,19.456
"2130",2022-08-22 04:30:00,18.236,19.662,19.472,17.95,15.76,19.406
"2131",2022-08-22 05:00:00,18.045,19.567,19.567,17.855,15.76,19.397
"2132",2022-08-22 05:30:00,17.95,19.567,19.567,17.855,15.76,19.364
"2133",2022-08-22 06:00:00,18.045,19.567,19.472,17.855,15.76,19.33
"2134",2022-08-22 06:30:00,17.855,19.472,19.472,17.855,15.76,19.297
"2135",2022-08-22 07:00:00,18.045,19.472,19.472,17.76,15.664,19.28
"2136",2022-08-22 07:30:00,18.045,19.472,19.472,17.855,15.76,19.255
"2137",2022-08-22 08:00:00,18.426,19.472,19.472,17.95,15.855,19.23
"2138",2022-08-22 08:30:00,19.282,19.472,19.472,17.95,15.76,19.213
"2139",2022-08-22 09:00:00,19.662,19.472,19.472,17.95,15.76,19.221
"2140",2022-08-22 09:30:00,19.377,19.472,19.567,17.855,15.76,19.213
"2141",2022-08-22 10:00:00,19.092,19.472,19.472,17.855,15.76,19.179
"2142",2022-08-22 10:30:00,21.855,19.662,20.138,18.236,15.855,19.255
"2143",2022-08-22 11:00:00,22.142,19.662,20.138,18.236,15.951,19.314
"2144",2022-08-22 11:30:00,22.429,19.662,19.948,18.331,15.855,19.28
"2145",2022-08-22 12:00:00,22.238,19.662,20.043,18.236,15.855,19.397
"2146",2022-08-22 12:30:00,22.908,19.853,20.234,18.14,15.951,19.431
"2147",2022-08-22 13:00:00,22.812,19.948,20.329,18.331,16.046,19.515
"2148",2022-08-22 13:30:00,22.621,19.948,20.329,18.331,15.951,19.607
"2149",2022-08-22 14:00:00,21.664,19.758,19.853,17.95,15.855,19.674
"2150",2022-08-22 14:30:00,21.378,19.758,19.758,18.14,15.951,19.649
"2151",2022-08-22 15:00:00,20.901,19.662,19.567,18.236,15.951,19.565
"2152",2022-08-22 15:30:00,20.234,19.662,19.567,17.95,15.855,19.431
"2153",2022-08-22 16:00:00,19.758,19.758,19.472,17.855,15.855,19.498
"2154",2022-08-22 16:30:00,19.567,19.758,19.472,18.14,15.855,19.498
"2155",2022-08-22 17:00:00,20.138,19.662,19.662,17.95,15.951,19.49
"2156",2022-08-22 17:30:00,19.282,19.662,19.567,18.045,16.046,19.481
"2157",2022-08-22 18:00:00,18.996,19.662,19.567,18.045,15.855,19.456
"2158",2022-08-22 18:30:00,19.948,19.758,19.758,18.14,15.76,19.464
"2159",2022-08-22 19:00:00,19.377,19.662,19.567,18.045,15.855,19.473
"2160",2022-08-22 19:30:00,19.187,19.662,19.662,18.236,15.855,19.439
"2161",2022-08-22 20:00:00,18.616,19.662,19.567,18.236,16.046,19.439
"2162",2022-08-22 20:30:00,18.045,19.567,19.567,17.855,15.855,19.381
"2163",2022-08-22 21:00:00,18.045,19.567,19.567,17.855,15.76,19.356
"2164",2022-08-22 21:30:00,17.76,19.567,19.567,18.045,15.76,19.305
"2165",2022-08-22 22:00:00,17.76,19.472,19.472,18.045,15.855,19.28
"2166",2022-08-22 22:30:00,17.665,19.472,19.472,18.045,15.76,19.272
"2167",2022-08-22 23:00:00,17.855,19.472,19.472,17.95,15.855,19.238
"2168",2022-08-22 23:30:00,17.665,19.377,19.472,17.95,15.855,19.205
"2169",2022-08-23 00:00:00,17.76,19.377,19.472,18.045,15.855,19.179
"2170",2022-08-23 00:30:00,17.57,19.377,19.377,18.045,15.951,19.163
"2171",2022-08-23 01:00:00,17.379,19.377,19.377,18.045,15.855,19.146
"2172",2022-08-23 01:30:00,17.57,19.377,19.377,18.045,15.855,19.112
"2173",2022-08-23 02:00:00,17.284,19.282,19.377,18.045,15.855,19.096
"2174",2022-08-23 02:30:00,17.284,19.282,19.282,17.95,15.855,19.062
"2175",2022-08-23 03:00:00,17.379,19.282,19.282,18.045,15.855,19.037
"2176",2022-08-23 03:30:00,17.284,19.282,19.187,17.95,15.855,19.003
"2177",2022-08-23 04:00:00,17.379,19.187,19.187,18.045,15.76,18.995
"2178",2022-08-23 04:30:00,17.284,19.187,19.187,17.95,15.76,18.978
"2179",2022-08-23 05:00:00,17.379,19.187,19.187,18.045,15.855,18.928
"2180",2022-08-23 05:30:00,17.475,19.092,19.092,18.045,15.855,18.911
"2181",2022-08-23 06:00:00,17.284,19.092,19.092,17.95,15.855,18.861
"2182",2022-08-23 06:30:00,17.379,19.092,19.092,18.045,15.855,18.852
"2183",2022-08-23 07:00:00,17.094,19.092,19.092,17.95,15.855,18.81
"2184",2022-08-23 07:30:00,17.284,18.996,18.996,18.045,15.855,18.81
"2185",2022-08-23 08:00:00,17.379,18.996,18.996,17.95,15.855,18.777
"2186",2022-08-23 08:30:00,17.665,18.996,18.996,18.045,15.855,18.743
"2187",2022-08-23 09:00:00,17.57,18.996,18.996,18.045,15.855,18.743
"2188",2022-08-23 09:30:00,17.76,18.996,18.996,17.95,15.855,18.718
"2189",2022-08-23 10:00:00,18.616,18.901,18.996,18.045,15.855,18.693
"2190",2022-08-23 10:30:00,21.473,19.187,19.662,18.426,15.951,18.726
"2191",2022-08-23 11:00:00,22.142,19.282,19.567,18.426,16.046,18.81
"2192",2022-08-23 11:30:00,22.812,19.377,19.662,18.331,16.046,18.844
"2193",2022-08-23 12:00:00,19.853,19.092,19.092,18.14,15.951,18.911
"2194",2022-08-23 12:30:00,19.662,19.092,19.092,18.331,15.951,18.777
"2195",2022-08-23 13:00:00,21.187,19.092,19.282,18.331,15.951,18.861
"2196",2022-08-23 13:30:00,21.473,19.187,19.282,18.14,16.046,18.81
"2197",2022-08-23 14:00:00,20.043,19.092,19.187,18.045,15.951,18.844
